rule_id,rule_type,rule_priority,source_id,legal_basis,effective_date,site_scope,site_code,project_or_activity_scope,activity_code,spatial_condition,functional_interference_condition,required_conditions,correspondence_check_required,source_outcome,intermediate_classification,model_action,limitations,evidence_reference,measure_refs,source_page
DGR30_A2_IT3321001_1_03,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,1.03. Interventi volti all'eliminazione di barriere architettoniche in edifici esistenti.,1.03,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.","DGR30/2026 Allegato A2; site IT3321001; PDF page 521; activity 1.03; site evidence: L'intervento consiste in modeste modifiche di edifici abitabili, altrimenti si ricade in ristrutturazione edilizia previa VINCA",,521
DGR30_A2_IT3321001_1_04,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,1.04. Mutamenti di destinazione d'uso degli immobili attuati senza esecuzione di opere edilizie.,1.04,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 521; activity 1.04; site evidence: L'intervento è possibile solo in ambienti già agibili e quindi il suo riutilizzo non determina un aumento della pressione sull'ambiente.,,521
DGR30_A2_IT3321001_1_05,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.05. Realizzazione di pertinenze, di edifici o di unità immobiliari esistenti, che non comportino volumetria e destinate ad arredi da giardino o terrazzo, barbecue e tutti gli interventi di ornamento dell'edificio o sue pertinenze.",1.05,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 522; activity 1.05; site evidence: L'intervento su edficio esistente già agibile limitato alle sue pertinenze e quindi privo di effetti sull'esterno.,,522
DGR30_A2_IT3321001_1_06,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.06. Interventi di ampliamento o realizzazione di pertinenze di edifici o unità immobiliari esistenti che comportino volumetria, bussole, verande, serre e depositi attrezzi e simili, nei limiti del 10 per cento del volume utile dell'edificio o dell'unita' immobiliare esistenti, se a destinazione residenziale, o nei limiti del 5 per cento della superficie utile dell'edificio o dell'unita' immobiliare esistenti se a uso diverso; gli interventi non possono comunque comportare un aumento superiore a 25 metri cubi per unità immobiliare, anche in più interventi.",1.06,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 522; activity 1.06; site evidence: L'intervento su edificio esistente già agibile e che non necessita di ristrutturazione edilizia o se soggetto a manutenzione straordinaria nei limiti del punto 1.2,,522
DGR30_A2_IT3321001_1_07,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.07. Realizzazione di tettoie o pavimentazione di aree pertinenziali degli edifici o unità immobiliari esistenti, anche destinate a parcheggio, che comportino un'occupazione complessiva massima di 10 mq rispettivamente di superficie coperta o di superficie utile per unità immobiliare fino ad un massimo complessivo di 100 mq.",1.07,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 522; activity 1.07; site evidence: L'intervento interessa superfici minime dell'area di pertinenza di un edificio esistente senza effetti sull'ambiente esterno,,522
DGR30_A2_IT3321001_1_08,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.08. Interventi su edifici esistenti volti alla realizzazione di abbaini, terrazze e poggioli aggettanti, fino alla larghezza massima di 1,60 metri lineari, di balconi, rampe, scale aperte, cornicioni o sporti di linda, canne fumarie e torrette da camino.",1.08,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 522; activity 1.08; site evidence: Interventi che non determinano un incremento della cubatura e che agiscono su edifici esistenti senza effetti sull'ambiente esterno,,522
DGR30_A2_IT3321001_1_09,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.09. Realizzazione di elementi di arredo urbano come tavoli, panchine, ecc. , che non comportino volumetria e realizzate in aree non interessate da habitat Natura 2000, compresi limitati movimenti terra funzionali alla posa dei precedenti elementi.",1.09,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 522; activity 1.09; site evidence: Intervento minimo a servizio della sentieristica e degli immobili esistenti privo di effetti sull'ambiente,,522
DGR30_A2_IT3321001_1_10,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.10. Realizzazione di volumi tecnici che si rendano indispensabili a seguito dell'installazione di impianti tecnologici necessari per le esigenze degli edifici esistenti, realizzati nelle pertinenze edilizie dell’edificio servito.",1.10,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 523; activity 1.10; site evidence: L'intervento su edificio esistente già agibile e che non necessita di ristrutturazione edilizia o se soggetto a manutenzione straordinaria nei limiti del punto 1.2,,523
DGR30_A2_IT3321001_1_11,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.11. Interventi per il risparmio energetico su edifici o unità immobiliari esistenti anche se comportano limitate modifiche volumetriche di cui all'articolo 37 della lr 19/2009, nel rispetto della lr 23/2005.",1.11,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 523; activity 1.11; site evidence: L'intervento su edificio esistente già agibile e che non necessita di ristrutturazione edilizia o se soggetto a manutenzione straordinaria nei limiti del punto 1.2,,523
DGR30_A2_IT3321001_1_12,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.12. Installazione di impianti solari termici o fotovoltaici sui tetti degli edifici o nelle pertinenze edilizie degli edifici stessi purché non venga interessato habitat Natura 2000; installazione di singoli generatori eolici con altezza complessiva non superiore a 1,5 metri dall'altezza massima dell'edificio e diametro non superiore a 1 metro. Installazione di altri impianti tecnologici a servizio dell'edificio. Verificare la misura di conservazione REPD05,0 se vigente nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",1.12,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 523; activity 1.12; site evidence: Interventi che non determinano un incremento della cubatura e che agiscono su edifici esistenti senza effetti sull'ambiente esterno,REPD05.0,523
DGR30_A2_IT3321001_1_13,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,1.13. Demolizione di infrastrutture tecnologiche esistenti fuori terra con eventuale interramento lungo tracciati viari esistenti salvo piccoli elementi complementari fuori terra. Rimozione di infrastrutture tecnologiche interrate purché non interessino habitat Natura 2000.,1.13,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 523; activity 1.13; site evidence: Intervento con effetti positivi in quanto elimina infrastutture nell'ambiente naturale,,523
DGR30_A2_IT3321001_1_14,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.14. Installazione di serbatoi interrati di GPL, fino alla capacità di 13 metri cubi, nonché la realizzazione di impianti tecnologici e di climatizzazione pertinenziali a edifici o unità immobiliari purché non venga interessato habitat Natura 2000.",1.14,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 523; activity 1.14; site evidence: L'intervento interessa superfici minime dell'area di pertinenza di un edificio esistente senza effetti sull'ambiente esterno,,523
DGR30_A2_IT3321001_1_15,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.15. Installazione di strutture connesse ad attività di esercizio pubblico, intendendo per esse ogni struttura prefabbricata, costituita da una intelaiatura ancorata al suolo ed eventualmente a parete, attraverso l'utilizzo di sistemi facilmente rimovibili, priva di chiusure laterali e coperture fisse, a condizione che comunque non superi il limite del 20 per cento della volumetria o superficie utile dell'edificio esistente e purché non venga interessato habitat Natura 2000.",1.15,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 524; activity 1.15; site evidence: L'intervento interessa superfici minime dell'area di pertinenza di un edificio esistente senza effetti sull'ambiente esterno,,524
DGR30_A2_IT3321001_1_16,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.16. Collocamento, modifica o rimozione di lapidi, stemmi, insegne, targhe, decorazioni, cartelli o affissi pubblicitari, segnali indicatori e simili lungo la viabilità pubblica o aperta al pubblico e le relative fasce di rispetto, purché privi di impianti di illuminazione; limitati movimenti terra funzionali alla posa dei precedenti elementi.",1.16,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 524; activity 1.16; site evidence: Intervento privo di effetti nei limiti indicati,,524
DGR30_A2_IT3321001_1_17,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.17. Realizzazione e manutenzione di recinzioni, muri di cinta e cancellate a chiusura di fondi relativi alle pertinenze edilizie di edifici esistenti.",1.17,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 524; activity 1.17; site evidence: L'intervento interessa l'area di pertinenza di un edificio esistente e quindi priva di habitat di interesse comunitario,,524
DGR30_A2_IT3321001_1_18,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.18. Opere di scavo e reinterro dirette all'esecuzione di interventi di manutenzione e sostituzione di condotte sotterranee lungo la viabilità esistente, nonché tutte le opere per il raccordo degli utenti alle reti dei servizi esistenti di gas, energia elettrica, telecomunicazioni, acquedotto e fognatura, ivi comprese le relative opere di scavo, posa delle condutture e reinterro purché realizzati lungo viabilità esistente nel rispetto delle indicazioni per il contenimento delle specie esotiche invasive (IAS).",1.18,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 524; activity 1.18; site evidence: Intervento privo di effetti nei limiti indicati in quanto interessa aree già infrastrutturate,,524
DGR30_A2_IT3321001_1_19,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"1.19. Interventi di manutenzione delle infrastrutture viarie o ferroviarie, delle reti infrastrutturali di tipo lineare (acquedotti, fognature, ecc.), delle infrastrutture lineari energetiche (linee elettriche, gasdotti, oleodotti, ecc.), degli impianti di telefonia fissa e mobile, nonché degli impianti per l’emittenza radiotelevisiva, a condizione che non comportino modifiche di tracciato o d'ubicazione. I relativi interventi di controllo della vegetazione se eseguiti nel periodo 15 agosto - 28 febbraio.",1.19,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 525; activity 1.19; site evidence: Intervento privo di effetti nei limiti indicati in quanto interessa aree già infrastrutturate,,525
DGR30_A2_IT3321001_3_20,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"3.20. Manutenzione, asportazione, sostituzione in sede di condutture sotterranee o canali superficiali per l’irrigazione purché i lavori non interessino habitat Natura 2000. Per i canali superficiali con flusso permanente d’acqua l’intervento deve avere uno sviluppo inferiore a 10 metri. Verificare la misura di conservazione REPJ04.0, se vigente nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",3.20,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 525; activity 3.20; site evidence: Solo per regione biogeografica continentale,REPJ04.0,525
DGR30_A2_IT3321001_1_21,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,1.21. Varianti a progetti già sottoposti a VINCA il cui contenuto rientra tra le presenti prevalutazioni o che: a) non incidono sui parametri urbanistici e sulle volumetrie; b) non modificano la destinazione d'uso e la categoria d'intervento edilizio; c) non alterano la sagoma dell'edificio né il tracciato di progetto; d) non violano le eventuali condizioni poste in sede di VINCA.,1.21,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 525; activity 1.21; site evidence: Intervento privo di effetti nei limiti indicati che non determina effetti sull'ambiente esterno,,525
DGR30_A2_IT3321001_2_01,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"2.01 Per formazioni forestali classificate come habitat Natura 2000 o come habitat di rilevanza faunistica in base alle misure di conservazione (MdC) del sito Natura 2000, in assenza di pianificazione forestale approvata ed esecutiva, gli interventi relativi a:",2.01,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 526; activity 2.01; site evidence: Attività ordinaria che non determina una incidenza significativa nei limiti e nei periodi indicati. La gestione forestale storica è garanzia del suo stato di conservazione. Buona parte del sito è interessata da piani di gestione forestale.,REPN21.0;REPN22.0,526
DGR30_A2_IT3321001_2_02,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"2.02 Per formazioni forestali classificate come habitat Natura 2000 o come habitat di rilevanza faunistica in base alle misure di conservazione del sito Natura 2000, in presenza di pianificazione forestale approvata ed esecutiva, gli interventi relativi a:",2.02,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 527; activity 2.02; site evidence: Attività ordinaria che non determina una incidenza significativa nei limiti e nei periodi indicati. La gestione forestale storica è garanzia del suo stato di conservazione. Buona parte del sito è interessata da piani di gestione forestale.,REPN21.0;REPN22.0,527
DGR30_A2_IT3321001_2_03_b,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3321001,IT3321001,"2.03.b. Per formazioni forestali non classificate come habitat Natura 2000 o come habitat di rilevanza faunistica in base alle misure di conservazione del sito Natura 2000, gli interventi nei siti dell'area biogeografica alpina, relativi a: a) le dichiarazioni di taglio per interventi eseguiti nel periodo 15 agosto - 28 febbraio; b) le dichiarazioni di taglio per interventi eseguiti nel periodo 1 marzo - 14 agosto, che hanno ottenuto le prescrizioni dell'ispettorato forestale (artt. 12 comma 4 del Regolamento forestale - DPReg. 274/2012); c) i progetti di riqualificazione forestale e ambientale (PRFA) quando conformi alla massa prevista dallo strumento di pianificazione; d) il taglio di piante secche, schiantate, divelte o stroncate, compromesse nella loro vitalità da incendi o altre avversità biotiche o abiotiche, sfolli, ripuliture e prelievo di materiale intercalare scarsamente vitale nel rispetto dei parametri sul mantenimento di una quota di alberi in piedi o legno morto salvo diverse esigenze di ordine fitosanitario da comunicare al Servizio biodiversità; e) gli interventi aventi dimensione inferiore a quelli dei punti precedenti. La presente prevalutazione si applica nel ris",2.03.b,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3321001; PDF page 527; activity 2.03.b; site evidence: Attività ordinaria che non determina una incidenza significativa nei limiti e nei periodi indicati. La gestione forestale storica è garanzia del suo stato di conservazione. Buona parte del sito è interessata da piani di gestione forestale.,REPB18.0;REPB23;REPB24;REPN22.0,527
