istat_code,comune,sigla_provincia,eagle_probe_status,eagle_config,eagle_project,eagle_plan_codes,eagle_ambiti,source_candidate,source_format_access,access_status,cer_D_count,cer_D_latest_data_val,cer_D_variants,cer_H_count,cer_H_latest_data_val,cer_H_variants,current_prgc_date_or_variant,current_prgc_source,current_prgc_validation_status,sample_comparison_result,quality_note
031002,Cormons,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGCormons,Guest_PRGCormons,D014,AMB_074,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,13,20120412,35,6,20120412,35,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031003,Doberdò del Lago,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGDoberdoDelLago,Guest_PRGDoberdoDelLago,D312,AMB_039,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,1,20180503,11,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031004,Dolegna del Collio,GO,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,2,20180329,6,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031005,Farra d'Isonzo,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGFarraDIsonzo,Guest_PRGFarraDIsonzo,D504,AMB_050,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,7,20170608,16,2,20170608,16,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031006,Fogliano Redipuglia,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGFoglianoRedipuglia,Guest_PRGFoglianoRedipuglia,D504,AMB_050,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,3,20170706,28,7,20170706,28,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031007,Gorizia,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGGorizia,Guest_PRGGorizia,E098,AMB_067,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,32,20170414,40,42,20170414,40,Varianti 60 e 61 esecutive nel 2025; pagina PRGC comunale aggiornata 08/01/2026,https://comune.gorizia.it/it/amministrazione-trasparente-5819/pianificazione-e-governo-del-territorio-272820/varianti-al-prgc-272822,CURRENT_SOURCE_VERIFIED,TEMPORAL_MISMATCH,Variante 62 adottata nel 2026 non trattata come vigente
031008,Gradisca d'Isonzo,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGGradiscaDIsonzo,Guest_PRGGradiscaDIsonzo,E124,AMB_068,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,14,20171026,34,6,20171026,34,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031009,Grado,GO,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,1,20171103,27,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031010,Mariano del Friuli,GO,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,12,20121025,13,6,20121025,13,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031011,Medea,GO,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,3,20130905,22,2,20130905,22,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031012,Monfalcone,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGMonfalcone,Guest_PRGMonfalcone,F356,AMB_149,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,51,20170522,54,15,20170522,54,PRGC comunale pubblica elaborati di zonizzazione 64+71; Variante 71 approvata DCC 8 del 31/01/2025,https://www.comune.monfalcone.go.it/it/amministrazione-trasparente-5724/pianificazione-e-governo-del-territorio-5794/pianificazione-territoriale-30539/piano-regolatore-generale-comunale-prgc-249162,CURRENT_SOURCE_VERIFIED,TEMPORAL_MISMATCH,Eagle comunale dichiarato divulgativo; prevalgono gli atti approvati
031013,Moraro,GO,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,7,20160512,10,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031014,Mossa,GO,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,15,20160609,20,2,20160609,20,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031015,Romans d'Isonzo,GO,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,16,20170413,48,2,20170413,48,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031016,Ronchi dei Legionari,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGRonchiDeiLegionari,Guest_PRGRonchiDeiLegionari,H531,AMB_189,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,11,20170112,3,8,20170112,3,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031017,Sagrado,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGSagrado,Guest_PRGSagrado,H665,AMB_194,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,1,20170629,Nuovo Piano Regolatore Generale Comunale,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031018,San Canzian d'Isonzo,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGSanCanzianDIsonzo,Guest_PRGSanCanzianDIsonzo,H787,AMB_170,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,14,20160804,17,8,20160804,17,Variante 29 approvata il 10/07/2025; elenco comunale delle varianti,https://www.comune.sancanziandisonzo.go.it/it/amministrazione-trasparente-10292/pianificazione-e-governo-del-territorio-16324/pianificazione-territoriale-16437/delibere-16439,APPROVED_CURRENT_SOURCE_VERIFIED,TEMPORAL_MISMATCH,Variante 30 adottata nel 2026 non trattata come vigente
031019,San Floriano del Collio,GO,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,1,20160218,5,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031020,San Lorenzo Isontino,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGSanLorenzoIsontino,Guest_PRGSanLorenzoIsontino,H964,AMB_177,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,6,20161006,19,5,20161006,19,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031021,San Pier d'Isonzo,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGSanPierDIsonzo,Guest_PRGSanPierDIsonzo,I082,AMB_151,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,2,20130627,12,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031022,Savogna d'Isonzo,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGSavognaDIsonzo,Guest_PRGSavognaDIsonzo,I479,AMB_200,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,11,20170608,Generale,3,20170608,Generale,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031023,Staranzano,GO,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,22,20121228,14,5,20121228,14,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031024,Turriaco,GO,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,5,20170817,16,6,20170817,16,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
031025,Villesse,GO,PUBLIC_CONFIG_DETECTED,Guest_PRGVillesse,Guest_PRGVillesse,M043,AMB_181,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,16,20170824,3,1,20170824,3,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
032001,Duino Aurisina,TS,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,4,20140424,27,3,20140424,27,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
032002,Monrupino,TS,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,3,20131004,7,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
032003,Muggia,TS,PUBLIC_CONFIG_DETECTED,Guest_PRGMuggia,Guest_PRGMuggia,F795,AMB_117,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,24,20160630,31,8,20160630,31,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
032004,San Dorligo della Valle,TS,PUBLIC_CONFIG_DETECTED,Guest_PRGSanDorligoDellaValle,Guest_PRGSanDorligoDellaValle,D324,AMB_042,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,21,20160414,29,2,20160414,29,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
032005,Sgonico,TS,PUBLIC_CONFIG_DETECTED,Guest_PRGSgonico,Guest_PRGSgonico,I715,AMB_204,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,5,20150115,18,1,20150115,18,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
032006,Trieste,TS,PUBLIC_CONFIG_DETECTED,Guest_PRGTrieste,Guest_PRGTrieste,L424,AMB_166,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,58,20170511,1,16,20170511,1,Pagina comunale del PRGC vigente e accesso alla consultazione interattiva; stato puntuale delle varianti da ricostruire dagli atti,https://www.comune.trieste.it/it/guide-223180/territorio-iu-223181/nta-norme-tecniche-di-attuazione-e-pianificazione-generale-223182,CURRENT_SOURCE_VERIFIED_VARIANT_TO_VERIFY,ACCESS_CONFIRMED_CURRENTNESS_CHAIN_TO_COMPLETE,"Usato come campione di accesso, non per dichiarare una variante corrente non verificata"
093001,Andreis,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGAndreis,Guest_PRGAndreis,A283,AMB_009,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,0,,,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093002,Arba,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,4,20161103,23,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093004,Aviano,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGAviano,Guest_PRGAviano,A516,AMB_016,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,20,20170112,79,24,20170112,79,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093005,Azzano Decimo,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGAzzanoDecimo,Guest_PRGAzzanoDecimo,A530,AMB_017,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,61,20170105,71,22,20170105,71,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093006,Barcis,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,2,20151001,19,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093007,Brugnera,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,31,20150423,53,10,20150423,53,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093008,Budoia,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGBudoia,Guest_PRGBudoia,B247,AMB_025,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,11,20140821,2014,1,20140821,2014,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093009,Caneva,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGCaneva,Guest_PRGCaneva,B598,AMB_003,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,47,20160721,25,2,20160721,25,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093010,Casarsa della Delizia,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGCasarsaDellaDelizia,Guest_PRGCasarsaDellaDelizia,B940,AMB_078,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,26,20170119,34,7,20170119,34,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093011,Castelnovo del Friuli,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGCastelnovoDelFriuli,Guest_PRGCastelnovoDelFriuli,C217,AMB_080,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,6,20160414,6,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093012,Cavasso Nuovo,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGCavassoNuovo,Guest_PRGCavassoNuovo,C385,AMB_058,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,7,20160602,11,1,20160602,11,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093013,Chions,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGChions,Guest_PRGChions,C640,AMB_030,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,43,20160901,46,10,20160901,46,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093014,Cimolais,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,2,20170928,18,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093015,Claut,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,11,20160602,17,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093016,Clauzetto,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGClauzetto,Guest_PRGClauzetto,C791,AMB_036,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,5,20151008,9,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093017,Cordenons,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,57,20161208,38,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093018,Cordovado,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGCordovado,Guest_PRGCordovado,C993,AMB_073,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,19,20160421,22,2,20160421,22,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093019,Erto e Casso,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGErtoECasso,Guest_PRGErtoECasso,D426,AMB_046,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,1,20180308,21,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093020,Fanna,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGFanna,Guest_PRGFanna,D487,AMB_049,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,3,20131219,5,1,20131219,5,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093021,Fiume Veneto,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGFiumeVeneto,Guest_PRGFiumeVeneto,D621,AMB_051,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,63,20171005,60,21,20171005,60,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093022,Fontanafredda,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGFontanafredda,Guest_PRGFontanafredda,D670,AMB_055,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,69,20171012,39,60,20171012,39,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093024,Frisanco,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGFrisanco,Guest_PRGFrisanco,D804,AMB_064,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,1,20160714,15,1,20160714,15,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093025,Maniago,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGManiago,Guest_PRGManiago,E889,AMB_134,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,47,20160915,42,8,20160915,42,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093026,Meduno,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGMeduno,Guest_PRGMeduno,F089,AMB_140,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,4,20171221,22,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093027,Montereale Valcellina,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGMonterealeValcellina,Guest_PRGMonterealeValcellina,F596,AMB_111,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,27,20130110,16,3,20130110,16,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093028,Morsano al Tagliamento,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,15,20150528,21,3,20150528,21,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093029,Pasiano di Pordenone,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGPasianoDiPordenone,Guest_PRGPasianoDiPordenone,G353,AMB_144,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,74,20171207,18,8,20171207,18,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093030,Pinzano al Tagliamento,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,7,20160818,10,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093031,Polcenigo,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGPolcenigo,Guest_PRGPolcenigo,G780,AMB_093,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,9,20151224,26,2,20151224,26,Variante 30 approvata DCC 62 del 14/12/2023 e pubblicata BUR 03/01/2024; elaborati documentano modifiche di zonizzazione/perimetro,https://www.comune.polcenigo.pn.it/it/amministrazione-trasparente-54903/pianificazione-e-governo-del-territorio-54976/variante-n30-al-prgc-247428,APPROVED_CURRENT_SOURCE_VERIFIED,TEMPORAL_AND_GEOMETRIC_MISMATCH,Caso forte di modifica post-CER con impatto geometrico
093032,Porcia,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,42,20160303,31,11,20160303,31,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093033,Pordenone,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,64,20180215,3,93,20180215,3,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093034,Prata di Pordenone,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGPrataDiPordenone,Guest_PRGPrataDiPordenone,G994,AMB_101,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,51,20170525,39,18,20170525,39,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093035,Pravisdomini,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,37,20170824,30,4,20170824,30,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093036,Roveredo in Piano,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGRoveredoInPiano,Guest_PRGRoveredoInPiano,H609,AMB_191,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,28,20170608,33,13,20170608,33,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093037,Sacile,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGSacile,Guest_PRGSacile,H657,AMB_193,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,51,20161229,71,30,20161229,71,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
